line_num, word, mean, line_num2, word2, sent, sent_mean,
302,advantage,"이점, 강점",302,advantage,One advantage of living in the city is easy access to amenities.,도시에서 살아가는 장점 중 하나는 편리한 시설 이용입니다.,
303,forward,"앞으로, (물건, 정보를)보내다",303,forward,Please forward the document to the appropriate department.,해당 부서로 문서를 전달해주세요.,
304,contemporary,"동시대의; 현대의, 당대의",304,contemporary,The artist's work reflects contemporary social issues.,그 예술가의 작품은 현대 사회 문제를 반영합니다.,
305,discussion,"토론, 토의",305,discussion,The board members engaged in a heated discussion about the proposal.,이사회 구성원들은 제안에 대한 치열한 토론에 참여했습니다.,
306,initial,"처음의, 최초의",306,initial,The initial version of the report needs some revisions.,보고서의 초안은 몇 가지 수정이 필요합니다.,
307,steadily,착실하게; 꾸준히,307,steadily,The company's revenue has been growing steadily over the past year.,그 회사의 수익은 지난 일 년간 꾸준히 성장해 왔습니다.,
308,necessarily,반드시,308,necessarily,Higher price doesn't necessarily mean better quality.,더 비싼 가격이 반드시 더 좋은 품질을 의미하지는 않습니다.,
309,resolve,(문제 등을)해결하다,309,resolve,They resolved the conflict through peaceful negotiation.,그들은 평화로운 협상을 통해 분쟁을 해결했습니다.,
310,detect,"간파하다, 탐지하다",310,detect,The security system can detect any unauthorized access.,보안 시스템은 무단 접근을 감지할 수 있습니다.,
311,intensify,"강화하다, 증대하다, 강렬하게 만들다.",311,intensify,The government plans to intensify efforts to combat climate change.,정부는 기후 변화와의 싸움에 노력을 강화할 계획이다.,
312,favorably,호의적으로; 순조롭게,312,favorably,The project was received favorably by the public.,그 프로젝트는 대중들로부터 호의적으로 받아들여졌다.,
313,cover,포함하다; 지불하다; 덮다,313,cover,The insurance policy covers damage caused by natural disasters.,보험 정책은 자연 재해로 인한 피해를 보호합니다.,
314,less,"보다 적은, 덜한",314,less,She earns less than her colleague who has the same job title.,그녀는 같은 직책을 가진 동료보다 더 적은 금액을 번다.,
315,majority,"대부분, 대다수",315,majority,The majority of voters supported the new legislation.,대다수 유권자가 새로운 입법을 지지했다.,
316,adopt,채택하다,316,adopt,The company decided to adopt a new marketing strategy.,그 회사는 새로운 마케팅 전략을 도입하기로 결정했다.,
317,largely,"주로, 대부분",317,largely,The success of the event was largely due to the efforts of the volunteers.,행사의 성공은 대부분 자원봉사자들의 노력 덕분이었다.,
318,disregard,"소홀히 하다, 무시하다",318,disregard,He disregarded the warning signs and continued driving.,그는 경고 표지를 무시하고 계속 운전했다.,
319,effort,노력,319,effort,Success requires persistent effort and dedication.,성공을 위해서는 지속적인 노력과 헌신이 필요하다.,
320,incentive,"혜택, 장려금",320,incentive,The company offers financial incentives to motivate employees.,그 회사는 직원들을 동기부여하기 위해 금전적 장려금을 제공합니다.,
321,need,"필요, 요구, 욕구, ~할 필요가 있다.",321,need,You need to finish your homework before you go out.,너가 나가기 전에 숙제를 끝내야 해.,
322,mastermind,"(계획 등의)입안자, 지도자",322,mastermind,He was the mastermind behind the entire operation.,그는 전체 작전의 주요 계획자였다.,
323,stagnant,"침체된, 불경기의, (stagnance침체, 정체, 불황)",323,stagnant,Economic growth has been stagnant for the past two years.,경제 성장은 지난 2년간 침체되어 있었다.,
324,dramatically,극적으로,324,dramatically,The company's profits increased dramatically last year.,회사의 이익이 작년에 급격하게 증가했다.,
325,brisk,"활발한, 호황의",325,brisk,Sales have been brisk since we introduced the new product.,우리가 새 제품을 도입한 이후로 매출이 활발해졌다.,
326,unstable,"불안정한, 변하기 쉬운",326,unstable,The political situation in the region remains unstable.,그 지역의 정세는 여전히 불안정하다.,
327,rapidly,"급속히, 빨리",327,rapidly,The population of the city is rapidly increasing.,그 도시의 인구가 급속히 증가하고 있다.,
328,soar,"(물가 등이)폭등하다, 높이 치솟다",328,soar,Housing prices have soared in the last year.,지난 해에 주택 가격이 폭등했다.,
329,assert,"단언하다, 주장하다 (assertion 단언, 주장)",329,assert,He asserted his innocence despite all the evidence.,그는 모든 증거에도 불구하고 자신의 결백을 주장했다.,
330,boost,"(경기를)부양시키다, 상승시키다",330,boost,The new initiative aims to boost economic growth.,새로운 계획은 경제 성장을 촉진하기 위해 목표를 두고 있다.,
331,analyst,분석가,331,analyst,"As an analyst, she's responsible for studying market trends.",분석가로서 그녀는 시장 동향을 연구하는 것이 책임이다.,
332,potential,잠재적인,332,potential,This project has the potential to revolutionize the industry.,이 프로젝트는 산업을 혁신할 잠재력이 있다.,
333,pleased,"만족해하는, 기쁜",333,pleased,I'm pleased with the results of the experiment.,나는 실험 결과에 만족한다.,
334,remain,계속~한 상태이다; 아직 ~해야한다,334,remain,We remain committed to our goals despite the challenges.,우리는 도전에도 불구하고 목표에 헌신하고 있습니다.,
335,limited,"제한된, 한정된",335,limited,There is only a limited amount of time available.,사용 가능한 시간이 제한되어 있습니다.,
336,costly,"비용이 많이 드는, 손실이 큰",336,costly,Repairing the machine proved to be more costly than expected.,기계 수리가 예상보다 비용이 많이 들었습니다.,
337,particular,"특정한, 독특한, 세심한 (partocularly 특히)",337,particular,She has a particular interest in ancient history.,그녀는 고대 역사에 특별한 관심을 가지고 있습니다.,
338,drastic,"과감한, 급격한",338,drastic,Drastic measures are needed to address the problem.,문제를 해결하기 위해서는 과감한 조치가 필요합니다.,
339,evenly,"고르게, 균등하게",339,evenly,The distribution of resources should be done evenly.,자원의 분배는 고르게 이루어져야 합니다.,
340,evidence,증거,340,evidence,There is strong evidence to support the theory.,그 이론을 지지하는 강력한 증거가 있습니다.,
341,prospect,"전망, 예상 (prospective 장래의, 미래의, 기대되는)",341,prospect,The prospect of a promotion motivated him to work harder.,승진의 전망이 그를 더 열심히 일하게 했습니다.,
342,lead,"이글다, 지휘하다; (어떤 결과에)이르다",342,lead,She will lead the project team.,그녀가 프로젝트 팀을 이끌 것입니다.,
343,fall,"(값, 가치가)하락하다",343,fall,The stock prices fell sharply after the earnings report.,수익 보고서 이후 주식 가격이 급락했습니다.,
344,period,"기간, 시기",344,period,The Renaissance was a period of great cultural achievement.,르네상스는 위대한 문화적 성취의 시기였다.,
345,indicator,"지표, 지수",345,indicator,Rising unemployment is often an indicator of economic downturns.,고용 부진은 종종 경기 침체의 지표입니다.,
346,industry,산업,346,industry,The automotive industry is facing new challenges.,자동차 산업은 새로운 도전에 직면하고 있습니다.,
347,likely,~할 것 같은,347,likely,It's likely that she will accept the job offer.,그녀가 그 일자리 제안을 받을 것으로 보입니다.,
348,boom,"붐, 호황",348,boom,The tech industry experienced a boom in the 1990s.,기술 산업은 1990년대에 붐을 경험했습니다.,
349,director,"임원, 책임자",349,director,She is the director of marketing at our company.,그녀는 우리 회사의 마케팅 책임자입니다.,
350,substitute,"대용품, 대신하다(substitution 대용, 대체)",350,substitute,You can use honey as a substitute for sugar.,당신은 설탕 대신 꿀을 사용할 수 있습니다.,
351,consequence,결과,351,consequence,Every action has its consequence.,모든 행동에는 그 결과가 있습니다.,
352,fairly,"상당히, 꽤",352,fairly,She was fairly confident about the outcome.,그녀는 결과에 대해 꽤 자신 있었습니다.,
353,economical,"경제적인, 절약되는",353,economical,Using public transportation is more economical than driving.,대중 교통을 이용하는 것이 운전하는 것보다 경제적입니다.,
354,thrive,"번영하다, 성공하다",354,thrive,Businesses in this area tend to thrive.,이 지역의 기업들은 번창하기 쉽습니다.,
355,implication,"영향, 밀접한 관계 (implicate 관련시키다, 관련되었음을 나타내다)",355,implication,What are the implications of this decision?,이 결정의 함의는 무엇인가요?,
356,wane,"감소, 감퇴",356,wane,The influence of the group began to wane over time.,그 집단의 영향력이 시간이 지남에 따라 약해졌다.,
357,prosperity,번영 (prosper 번영하다),357,prosperity,The country enjoyed a period of prosperity after the war.,그 나라는 전쟁 후 번영의 시기를 즐겼습니다.,
358,depression,"불황 (depress 하락시키다, 약하게하다)",358,depression,The Great Depression had a significant impact on the economy.,대공황은 경제에 상당한 영향을 미쳤습니다.,
359,dwindle,"줄어들다, 감소되다",359,dwindle,The water supply is dwindling due to the drought.,가뭄으로 인해 수자원이 점점 줄어들고 있습니다.,
360,impede,"저해하다, 방해하다",360,impede,Bad weather can impede progress on the construction site.,나쁜 날씨는 공사 현장의 진행을 방해할 수 있습니다.,
361,promising,"유망한, 전망이 좋은",361,promising,The new candidate has a promising future in the company.,신입 후보는 회사에서 유망한 미래를 가지고 있습니다.,
362,adversity,"역경, 불운",362,adversity,She faced many adversities in her life but never gave up.,그녀는 삶에서 많은 역경에 직면했지만 결코 포기하지 않았습니다.,
363,purchase,"구매하다, 구매",363,purchase,I made a purchase online and it will be delivered tomorrow.,"나는 온라인으로 구매를 했고, 내일 배달될 것입니다.",
364,installment,할부,364,installment,You can pay for the furniture in monthly installments.,가구를 월 할부로 지불할 수 있습니다.,
365,affordable,"(가격이)알맞은, 감당할 수 있는",365,affordable,The new housing development aims to provide affordable housing.,새로운 주택 개발은 가격이 저렴한 주택을 제공하는 것을 목표로 합니다.,
366,exactly,정확히,366,exactly,I need the report finished by 5 PM exactly.,나는 정확히 오후 5시까지 보고서를 마무리해야 합니다.,
367,auction,경매,367,auction,The rare painting will be sold at an auction next week.,그 희귀한 그림은 다음 주 경매에서 판매될 것입니다.,
368,authentic,"진정한, 진짜의, 진품의",368,authentic,The museum displays many authentic artifacts from ancient times.,박물관에는 고대 시대의 많은 진정한 유물이 전시되어 있습니다.,
369,charge,"요금,청구,금액;책임,의무
~을 청구하다; (외상으로)달아놓다",369,charge,What's the charge for fixing the broken window?,깨진 창문 수리 비용이 얼마인가요?,
370,notice,"통지, 공고",370,notice,Please take notice of the new safety regulations.,새로운 안전 규정에 주의하십시오.,
371,experienced,"경험이 있는, 노련한, 능숙한",371,experienced,He is an experienced chef with over 20 years of culinary expertise.,그는 20년 이상의 조리 기술을 갖춘 경험이 풍부한 요리사입니다.,
372,instruction,"설명, 지시 (instruct 가르치다, 지시하다, instructor교사, 강사)",372,instruction,Follow the instruction manual to assemble the furniture.,가구를 조립하기 위해 설명서를 따르십시오.,
373,expert,"전문가, 전문가의, 전문적인",373,expert,She's an expert in computer programming.,그녀는 컴퓨터 프로그래밍 전문가입니다.,
374,warranty,"(품질 등의)보증, 보증서",374,warranty,The product comes with a one-year warranty.,해당 제품은 1년 보증 기간이 있습니다.,
375,refund,"환불, 환불금",375,refund,"If you're not satisfied, you can get a full refund.",만족하지 않으면 전액 환불이 가능합니다.,
376,subscriber,"가입자, 구독자",376,subscriber,"As a subscriber, you'll receive exclusive content.","가입자로서, 당신은 독점 콘텐츠를 받게 될 것입니다.",
377,delivery,배달,377,delivery,The delivery of the package is scheduled for tomorrow.,소포의 배달이 내일 예정되어 있습니다.,
378,price,가격,378,price,The price of oil has been steadily increasing.,석유 가격은 꾸준히 상승하고 있습니다.,
379,receipt,영수증,379,receipt,Don't forget to ask for a receipt when you make a purchase.,구매 시 영수증을 요청하는 것을 잊지 마십시오.,
380,offer,"제공하다, 제공,오퍼",380,offer,We have a special offer for new customers.,새로운 고객을 위한 특별한 혜택이 있습니다.,
381,carefully,"주의깊게, 신중히",381,carefully,Please read the instructions carefully before assembly.,조립하기 전에 설명서를 주의 깊게 읽어주세요.,
382,benefit,"혜택, 이익, 혜택을 보다, 이익을 얻다",382,benefit,Regular exercise has many benefits for your health.,규칙적인 운동은 건강에 많은 이점을 제공합니다.,
383,exclusively,"오로지, 독점적으로",383,exclusively,This offer is available exclusively to members.,이 특별 혜택은 회원에게만 제공됩니다.,
384,description,"(제품등의)설명, 해설",384,description,Can you give me a brief description of the product?,제품에 대한 간단한 설명을 해 줄 수 있나요?,
385,relatively,상대적으로,385,relatively,The cost of living here is relatively low.,여기서의 생활비는 비교적 낮습니다.,
386,spare,"아끼다, 할애하다, 예비의, 여분의",386,spare,Do you have any spare change for the parking meter?,주차 요금을 내기 위한 잔돈이 있나요?,
387,preparation,"준비, 대비",387,preparation,Proper preparation is key to success in any endeavor.,적절한 준비는 모든 시도에서 성공의 열쇠입니다.,
388,area,"지역, 구역",388,area,This park covers a vast area of natural beauty.,이 공원은 넓은 자연 경관을 포함합니다.,
389,clearance,"정리, 없애기; 허가",389,clearance,The store is having a clearance sale on winter clothing.,그 가게는 겨울 의류 정리 세일을 진행 중입니다.,
390,alter,"(성질, 형상을)고치다, 바꾸다",390,alter,We need to alter our plans due to the weather forecast.,날씨 예보 때문에 우리의 계획을 변경해야 합니다.,
391,apply,적용하다; 지원하다,391,apply,You should apply sunscreen before going out in the sun.,태양에 나가기 전에 선크림을 바르는 것이 좋습니다.,
392,mutually,"서로, 상호 간에 (mutuality 상호관계, 상호의존)",392,mutually,The two countries agreed to mutually beneficial trade terms.,두 나라는 상호 유익한 무역 조건에 동의했습니다.,
393,method,"방식, 방법",393,method,There are various methods for solving this problem.,이 문제를 해결하기 위한 다양한 방법이 있습니다.,
394,acceptable,"용인되는, 받아들일 수 있는;
훌륭한, 만족스러운",394,acceptable,Your behavior is not acceptable in this classroom.,네 행동은 이 교실에서 허용되지 않습니다.,
395,desire,"욕구, 갈망, 원하다, 바라다",395,desire,She has a strong desire to travel the world.,그녀는 세계일주를 강하게 바라고 있습니다.,
396,redeemable,"(현금,상품과)교환할 수 있는, 환급할 수 있는( redeem 상환하다)",396,redeemable,The coupon is redeemable for a free meal at the restaurant.,이 쿠폰은 레스토랑에서 무료 식사로 교환할 수 있습니다.,
397,officially,공식적으로,397,officially,The company will officially announce the merger tomorrow.,그 회사는 내일 합병을 공식적으로 발표할 것입니다.,
398,consumption,"소비(량), 소모 (consumptive 소모적인)",398,consumption,Excessive consumption of sugar can lead to health problems.,과도한 설탕 섭취는 건강 문제를 초래할 수 있습니다.,
399,qualify,~의 자격을 얻다,399,qualify,She needs to qualify for the scholarship by submitting an essay.,그녀는 에세이를 제출하여 장학금 자격을 얻어야 합니다.,
400,fabric,"섬유, 천",400,fabric,The dress is made of a soft and comfortable fabric.,그 드레스는 부드럽고 편안한 원단으로 만들어졌습니다.,
401,valid,유효한,401,valid,You need a valid ID to enter the building.,건물에 들어가려면 유효한 신분증이 필요합니다.,
402,vendor,"노점상, 가판대; 판매업체",402,vendor,The street vendor sells delicious hot dogs.,그 길거리 상인은 맛있는 핫도그를 판매합니다.,
403,research,"연구, 조사",403,research,He spent years conducting research on renewable energy.,그는 재생 에너지에 대한 연구를 수년간 진행했습니다.,
404,devise,"고안하다, 발명하다",404,devise,They need to devise a plan to improve efficiency.,그들은 효율성을 향상시키기 위한 계획을 마련해야 합니다.,
405,revolutionary,혁명적인,405,revolutionary,The invention of the internet was revolutionary.,인터넷의 발명은 혁명적이었습니다.,
406,innovative,혁신적인,406,innovative,The company is known for its innovative approach to problem-solving.,그 회사는 문제 해결에 대한 혁신적인 접근 방식으로 유명합니다.,
407,feature,"특징, 특색, 특징으로 삼다, 특별히 포함하다",407,feature,The new smartphone will feature an improved camera.,새로운 스마트폰에는 개선된 카메라 기능이 탑재될 것입니다.,
408,inspiration,영감,408,inspiration,Her trip to the mountains was an inspiration for her paintings.,그녀의 산행은 그녀의 그림에 영감을 주었습니다.,
409,sufficiently,"충분히(sufficient 충분한, 충분)",409,sufficiently,Make sure the information provided is sufficiently detailed.,제공된 정보가 충분히 자세하도록 해야 합니다.,
410,patent,"특허, 특허권, 특허품",410,patent,The company applied for a patent for their new invention.,그 회사는 새로운 발명에 대한 특허를 신청했습니다.,
411,envision,"(장래의 일 등을)계획하다, 상상하다",411,envision,I envision a future where technology improves lives.,나는 기술이 삶을 개선하는 미래를 상상합니다.,
412,extend,"연장하다; (기간을)늘리다;
(감사의 뜻을)말하다, 베풀다",412,extend,We decided to extend our vacation by another week.,우리는 휴가를 한 주 더 연장하기로 결정했습니다.,
413,following,"~후에, 다음의, 다음에 오는",413,following,The following chapter will discuss the results of the study.,다음 장에서는 연구 결과에 대해 논의할 것입니다.,
414,intend,~할 작정이다; 의도하다,414,intend,I intend to start my own business next year.,내년에 나는 내 비즈니스를 시작할 작정이다.,
415,grant,"(인정하여 정식으로)수여하다, 주다,
(연구비, 장학금등의)보조금",415,grant,The foundation will grant scholarships to deserving students.,재단은 자격 있는 학생들에게 장학금을 수여할 것입니다.,
416,allow,"~하게 하다, ~을 허락하다",416,allow,Please allow me to finish my explanation.,제 설명을 마치도록 허락해주세요.,
417,inspect,"~을 검사하다, 조사하다",417,inspect,The inspector will inspect the building for safety violations.,검사원은 건물을 안전 위반 사항으로 검사할 것입니다.,
418,improve,"향상시키다, 개선하다",418,improve,We need to improve our customer service.,우리는 고객 서비스를 개선해야 합니다.,
419,increasingly,"점점, 더욱 더",419,increasingly,Technology is becoming increasingly important in our lives.,기술은 우리의 삶에서 점점 더 중요해지고 있습니다.,
420,invest,"투자하다, 운용하다",420,invest,He decided to invest his savings in the stock market.,그는 저축금을 주식 시장에 투자하기로 결정했습니다.,
421,various,"여러 가지의, 가지각색의",421,various,The store offers various products to choose from.,그 가게는 선택할 수 있는 다양한 제품을 제공합니다.,
422,upgrade,"업그레이드, 개량형
업그레이드하다, 개선하다",422,upgrade,They plan to upgrade their computer systems next year.,그들은 내년에 컴퓨터 시스템을 업그레이드할 계획입니다,
423,manual,"설명서, 안내서",423,manual,The instruction manual provides step-by-step guidance.,사용 설명서는 단계별 안내를 제공합니다.,
424,explore,"조사하다, 탐구하다",424,explore,We decided to explore the possibility of expansion.,우리는 확장 가능성을 탐색하기로 결정했습니다.,
425,response,"응답, 대답",425,response,The survey received a strong response from participants.,설문 조사는 참가자들로부터 강한 반응을 받았습니다.,
426,appearance,"외관, 외모",426,appearance,His appearance at the meeting was unexpected.,그의 회의 참석은 예상치 못했습니다.,
427,successful,"성공적인, 성공한",427,successful,The project was successful due to teamwork.,이 프로젝트는 팀워크 덕분에 성공적이었습니다.,
428,hold,"~을 수용하다, ~을 담다;
(회의 등을)개최하다, 열다",428,hold,The company will hold a conference next month.,그 회사는 다음 달에 컨퍼런스를 개최할 예정입니다.,
429,advance,"진보, 전진",429,advance,We need to advance our understanding of the problem.,우리는 문제에 대한 이해를 더 발전시켜야 합니다.,
430,reliable,"믿을 만한, 신뢰할 수 있는",430,reliable,The information provided by the website is reliable.,그 웹사이트가 제공하는 정보는 신뢰할 만합니다.,
431,quality,"품질, 질",431,quality,Quality is more important than quantity in this case.,이 경우에는 질이 양보다 더 중요합니다.,
432,domestic,"국내의, 국산의",432,domestic,The company focuses on domestic sales rather than exports.,그 회사는 수출보다 국내 판매에 중점을 둡니다.,
433,development,"개발, 발전",433,development,The city has undergone significant development in recent years.,이 도시는 최근 몇 년간 중요한 발전을 이루었습니다.,
434,availability,"(입수)가능성, 유효성, 유용성",434,availability,The availability of parking spaces is limited in the city.,주차 공간의 이용 가능성이 도시에서는 제한됩니다.,
435,update,"갱신, 개정, 갱신하다,
최신의 것으로 하다",435,update,Remember to update your software regularly.,소프트웨어를 정기적으로 업데이트하는 것을 기억하세요.,
436,accurate,정확한,436,accurate,Her predictions about the market were surprisingly accurate.,그녀의 시장에 대한 예측은 놀랍도록 정확했습니다.,
437,complicate,복잡한(complicatedly복잡하게),437,complicate,Adding more rules will only complicate the situation.,더 많은 규칙을 추가하면 상황이 더 복잡해질 뿐입니다.,
438,accomplished,"숙련된, 노련한",438,accomplished,He is an accomplished musician and writer.,그는 숙련된 음악가이자 작가입니다.,
439,inquiry,"문의, 질문",439,inquiry,We received an inquiry about our products from a potential customer.,잠재적 고객으로부터 제품에 대한 문의를 받았습니다.,
440,indication,"징후, 조짐",440,indication,There are indications that the economy is improving.,경제가 나아가고 있는 조짐이 있습니다.,
441,manufacturer,"제조회사, 제조업자",441,manufacturer,The car manufacturer is known for its high-quality vehicles.,그 자동차 제조사는 고품질의 차량으로 유명합니다.,
442,compatible,"호환되는, 양립할 수 있는(compatibility 양립성, 호환성)",442,compatible,The software is compatible with most operating systems.,이 소프트웨어는 대부분의 운영 체제와 호환됩니다.,
443,superior,"우수한, 상급의",443,superior,The quality of their products is superior to others.,그들의 제품의 품질은 다른 것들보다 우수합니다.,
444,absolute,"완전한, 완전무결한",444,absolute,The CEO has absolute authority over the company.,CEO는 회사에 대한 절대적인 권한을 갖고 있습니다.,
445,broaden,넓히다,445,broaden,Traveling broadens your perspective on life.,여행은 삶에 대한 여러 관점을 넓혀줍니다.,
446,corrosion,부식,446,corrosion,The metal gate showed signs of corrosion over time.,금속 문은 시간이 지남에 따라 부식의 징후를 보였습니다.,
447,epuipment,"장비, 설비",447,equipment,The laboratory is equipped with state-of-the-art equipment.,연구소는 최신 장비로 설비되어 있습니다.,
448,automate,자동화하다,448,automate,The company plans to automate its manufacturing process.,그 회사는 생산 과정을 자동화할 계획입니다.,
449,specification,"명세서, 설명서, 사양",449,specification,The project requires adherence to strict specifications.,이 프로젝트는 엄격한 명세서를 준수해야 합니다.,
450,properly,"제대로, 정확하게",450,properly,Please dispose of hazardous materials properly.,유해 물질을 적절하게 처리해 주세요.,
451,safety,안전,451,safety,Safety measures should be implemented in the workplace.,작업장에는 안전 조치가 시행되어야 합니다.,
452,precaution,"예방조치, 예방책",452,precaution,Taking precautions can prevent accidents.,예방 조치를 취하면 사고를 예방할 수 있습니다.,
453,operate,"(기계 등이)작동하다, 움직이다",453,operate,The machine is easy to operate with minimal training.,그 기계는 최소한의 훈련으로 운영하기 쉽습니다.,
454,processing,"가공, 처리(process 과정, 진행, 처리하다)",454,processing,The processing of raw materials is done efficiently.,원료 처리는 효율적으로 이루어집니다.,
455,capacity,"용량, 수용력; 역할",455,capacity,"The stadium has a seating capacity of 50,000.",그 경기장은 5만 명의 수용 인원이 있습니다.,
456,assemble,"(부품,기계 등을)조립하다;
(사람을)모으다",456,assemble,It took them hours to assemble the furniture.,그들은 가구를 조립하는 데 몇 시간이 걸렸습니다.,
457,utilize,"이용하다, 활용하다",457,utilize,We need to utilize our resources more effectively.,우리는 자원을 더 효과적으로 활용해야 합니다.,
458,place,"~을-한 상태에 두다;
(지시,주문,신청등을)하다",458,place,Please place the documents in the designated folder.,문서를 지정된 폴더에 놓아 주세요.,
459,fill,~을 채우다; (주문대로)이행하다,459,fill,Please fill out the form with your personal information.,개인 정보를 기입하여 양식을 채워 주세요.,
460,manufacturing,제조(업)의,460,manufacturing,The city's economy relies heavily on manufacturing.,이 도시의 경제는 제조업에 크게 의존합니다.,
461,renovate,"(낡은 건물, 가구등을)개조하다,
수리하다, 보수하다",461,renovate,They plan to renovate the old building into a hotel.,그들은 오래된 건물을 호텔로 개축할 계획입니다.,
462,decision,"결정, 판단",462,decision,Making a decision requires careful consideration.,결정을 내리려면 신중한 고려가 필요합니다.,
463,material,"재료, 물질",463,material,The factory produces raw materials for construction.,공장은 건설용 원자재를 생산합니다.,
464,success,"성과, 성공",464,success,Hard work and determination are keys to success.,노력과 결연함이 성공의 열쇠입니다.,
465,attribute,(원인을)~의 덕분으로 돌리다,465,attribute,She attributes her success to hard work and perseverance.,그녀는 성공을 노력과 인내심 덕분으로 설명합니다.,
466,efficiency,"효율, 능률",466,efficiency,The new system improved efficiency in the workplace.,새로운 시스템은 직장에서의 효율성을 향상시켰습니다.,
467,limit,"한계, 제한",467,limit,There is a limit to how much we can accomplish in a day.,하루에 우리가 달성할 수 있는 한계가 있습니다.,
468,tailored,"맞춤의, 주문에 따라 맞춘",468,tailored,The program offers tailored solutions for each client.,이 프로그램은 각 클라이언트에게 맞춤형 솔루션을 제공합니다.,
469,component,"부품, (구성)요소",469,component,Each component of the machine must be carefully inspected.,기계의 각 구성 요소는 신중하게 검사되어야 합니다.,
470,capable,"~을 할 수 있는, ~할 능력이 있는",470,capable,He is capable of handling challenging situations.,그는 어려운 상황을 다룰 능력이 있습니다.,
471,economize,"절약하다, 아끼다",471,economize,We need to economize on our expenses this month.,이번 달에는 비용을 절약해야 합니다.,
472,flexible,"융통성 있는; 유연한, 잘 구부러지는",472,flexible,Being flexible is essential in today's fast-paced world.,유연성은 오늘날 빠르게 변화하는 세상에서 필수적입니다.,
473,comparable,"필적하는, 비교되는",473,comparable,Their prices are comparable to those of other stores.,그들의 가격은 다른 상점들과 비교해 볼 만합니다.,
474,produce,생산하다,474,produce,The farm produces fresh vegetables for local markets.,그 농장은 지역 시장을 위해 신선한 채소를 생산합니다.,
475,respectively,"각각, 따로(respective 각각의)",475,respectively,"The winners of first, second, and third place are John, Alice, and Tom, respectively.","1, 2, 3등은 각각 존, 앨리스, 톰입니다.",
476,device,장치,476,device,The new device simplifies the process of data entry.,새로운 장치는 데이터 입력 과정을 간단화합니다.,
477,trim,"(깍아)다듬다, 없애다; 삭감하다",477,trim,She trimmed the bushes to make the garden look neat.,그녀는 정원을 깔끔하게 만들기 위해 수북을 다듬었습니다.,
478,launch,(신제품을)출시하다,478,launch,The company plans to launch its new product next month.,그 회사는 다음 달에 새 제품을 출시할 계획입니다.,
479,separately,"개별적으로, 따로따로",479,separately,Please pay for the items separately at the counter.,계산대에서 물건을 따로따로 지불해 주세요.,
480,expiration,"(기간,임기 등의)만료, 만기",480,expiration,The expiration date of the milk is printed on the carton.,우유의 유통 기한은 용기에 인쇄되어 있습니다.,
481,maneuver,"이동시키다, 움직이다",481,maneuver,The ship made a sharp maneuver to avoid the iceberg.,배는 빙산을 피하기 위해 급한 기동을 했습니다.,
482,coming,다가오는,482,coming,We look forward to the coming year with optimism.,우리는 차세대의 도래를 긍정적으로 기대합니다.,
483,damaged,"손상된, 손해를 입은",483,damaged,The storm damaged several houses in the neighborhood.,폭풍이 동네의 몇 채의 집을 손상시켰습니다.,
484,prevent,"~을 막다, ~을 예방하다",484,prevent,Regular maintenance can help prevent costly repairs.,정기적인 유지보수는 비용이 많이 드는 수리를 예방할 수 있습니다.,
485,power,"전력, 전기",485,power,The generator provides power during blackouts.,발전기는 정전 시 전기를 공급합니다.,
486,chemical,화학제품,486,chemical,The laboratory studies the effects of various chemicals.,연구소는 다양한 화학 물질의 영향을 연구합니다.,
487,complaint,불평,487,complaint,He lodged a complaint with the customer service department.,그는 고객 서비스 부서에 불만을 제기했습니다.,
488,deal,처리하다; 거래하다; 분배하다,488,deal,Let's make a deal that benefits both parties.,양측에 이로운 거래를 해 보겠습니다.,
489,argumentative,"논쟁적인, 논쟁을 좋아하는",489,argumentative,He enjoys debating and is quite argumentative.,그는 토론을 즐기며 꽤 논쟁적입니다.,
490,appropriately,적절하게(appropriate 적합한),490,appropriately,Please dress appropriately for the formal event.,공식 행사에 적절한 복장으로 참석해 주세요.,
491,respond,응답하다,491,respond,The company will respond to your inquiry within 24 hours.,그 회사는 24시간 이내에 귀하의 문의에 응답할 것입니다.,
492,infuriate,"화나게하다, 격분시키다",492,infuriate,His behavior can sometimes infuriate his colleagues.,그의 행동은 가끔 동료들을 격분시킬 수 있습니다.,
493,curteous,예의바른,493,courteous,He was always courteous and polite to everyone.,그는 항상 모든 사람에게 예의 바르고 정중했습니다.,
494,satisfaction,만족,494,satisfaction,Customer satisfaction is our top priority.,고객 만족은 우리의 최우선 사항입니다.,
495,inconvenience,"불편, ~에게 불편을 느끼게 하다",495,inconvenience,We apologize for any inconvenience this may cause.,이로 인해 발생하는 불편을 사과드립니다.,
496,complete,"완료하다, 완성하다, 완료된, 완성된",496,complete,Please complete the form and return it to us.,양식을 작성하여 저희에게 돌려주세요.,
497,specific,"구체적인, 명확한",497,specific,Can you be more specific about what you need?,당신이 필요한 것을 좀 더 구체적으로 설명할 수 있나요?,
498,return,"반환하다, 반송하다",498,return,The customer wants to return the product for a refund.,고객이 제품을 반품하여 환불을 요청했습니다.,
499,replace,"~을 교체하다, 대체하다",499,replace,We'll replace the defective item free of charge.,결함이 있는 제품은 무상으로 교체해 드리겠습니다.,
500,presentation,발표,500,presentation,His presentation was informative and engaging.,그의 발표는 정보가 풍부하고 매력적이었습니다.,
501,evaluation,평가,501,evaluation,The evaluation of the project will be done next week.,프로젝트의 평가는 다음 주에 진행될 예정입니다.,
